num,speaker,sentence
ep08-0097,삼천포,행님 야랑 살라믄 목숨걸어야 될깁니더
ep08-0098,삼천포,크허허헝! 어으 ! 으갸가아악!
ep08-0099,해태,크하하하하 !나정이 니는? 니 하나 남았다
ep08-0100,해태,니는 누구냐
ep08-0101,효과음,너에게 서태지와 아이들
ep08-0102,효과음,음..니가..아무리 지금 날 좋아한다 그래도..
ep08-0103,효과음,그건...지금 뿐인지도 몰라
ep08-0104,효과음,왜냐하면...그건말야..
ep08-0105,효과음,너의 말들을 웃어 넘기는 나의 마음을
ep08-0106,다같이,(해태 그레 등) 어?? 어? 누구?
ep08-0107,효과음,너의 말들을 웃어 넘기는 나의 마음을
ep08-0108,다같이,어우~~ 칠봉 ! 봉봉 !
ep08-0109,효과음,너는 모르겠지
ep08-0110,다같이,어우 왔구나~ 치킨 치킨~~처묵자~
ep08-0111,효과음,너의 모든 걸 좋아하지만....
ep08-0112,효과음,너에게 성시경 / 응답하라 1994 OST
ep08-0113,효과음,지금 나에겐 두려움이 앞서
ep08-0114,칠봉이,통닭이 왔어용~
ep08-0115,효과음,너무 많은 생각들이 너를 가로 막고는 있지만
ep08-0116,칠봉이,아니 근데 내가 뭐?? 야 뭐하는데? 응?
ep08-0117,해태,아유 자 와브렀다 끝났다 ~ 몬이긴다 몬이겨~
ep08-0118,효과음,날 보고 웃어주는 네가
ep08-0119,효과음,그저 고마울 뿐야
ep08-0120,칠봉이,어근데 머리가 왜저래? 너 운동했어?
ep08-0121,효과음,너는 아직 순수한 마음이 너무 예쁘게 남았어
ep08-0122,삼천포,내 모자좀 빌리도
ep08-0123,효과음,너는 아직 순수한 마음이 너무 예쁘게 남았어
ep08-0124,칠봉이,모자? 그래
ep08-0125,효과음,너는 아직 순수한 마음이 너무 예쁘게 남았어
ep08-0126,성나정,내도
ep08-0127,효과음,하지만 나는 왜 그런지 모두가 어려운걸
ep08-0128,효과음,(진동)
ep08-0129,효과음,세상은 분명히 변하겠지
ep08-0130,빙그레,선배님 삐삐 왔는데요
ep08-0131,효과음,우리의 생각들도 달라지겠지 생각해 봐
ep08-0132,효과음,우리의 생각들도 달라지겠지 생각해 봐
ep08-0133,쓰레기,내 잠깐 전화 좀 하고 올께
ep08-0134,효과음,어려운 일 뿐이지
ep08-0135,효과음,나에게 보내는 따뜻한 시선..
ep08-0136,효과음,우리의 생각들도 달라지겠지 생각해 봐
ep08-0137,효과음,생각해 봐
ep08-0138,칠봉이,나정이 무슨일 있어?
ep08-0139,효과음,어려운 일 뿐이지
ep08-0140,삼천포,몰라 니 또 모자 없나
ep08-0141,칠봉이,야 모자를 두개 갖고 다니는 사람이 어딨어
ep08-0142,효과음,넌 느끼니
ep08-0143,쓰레기,아이 깜짝이야
ep08-0144,효과음,너를 싫어해서가 아니야
ep08-0145,쓰레기,와 전화 할라고?
ep08-0146,쓰레기,정아 이거 쓰라 돈 많이 남았다
ep08-0147,성나정,지구가 멸망을 해
ep08-0148,성나정,산은 무너지고 땅은 솟고 바다는 쪼개지고
ep08-0149,성나정,짐승이고 사람이고 다 죽었다
ep08-0150,쓰레기,뭐?
ep08-0151,성나정,지구상에 산 사람이라고는 니 내 윤진이 셋뿐이다
ep08-0152,성나정,결혼도 해야되고 아도 낳아야 되고 종족번식도 해야된다
ep08-0153,성나정,내가 윤진이가 !?
ep08-0154,성나정,내가 윤진이가 ~~
ep08-0155,성나정,선택해라 누고!
ep08-0156,성나정,내가 ?... 윤진이가 ?...
ep08-0157,효과음,사랑이 그리운 날들에 이오공감
ep08-0158,효과음,사랑이 그리운 날들에 ~
ep08-0159,효과음,그렇게~
ep08-0160,효과음,웃으며 다가온
ep08-0161,쓰레기,당연히...
ep08-0162,효과음,그댄 정말 내게 필요한가요
ep08-0163,쓰레기,우리 나정이지
ep08-0164,효과음,그댄 정말 내게 필요한가요
ep08-0165,효과음,그댄 정말 내게 필요한가요
ep08-0166,쓰레기,오빠야한텐 니밖에 더있나
ep08-0167,효과음,그댄 정말 내게 필요한가요
ep08-0168,효과음,그대를 알 수가 없어요
ep08-0169,효과음,그대를 느낄 수 없어요
ep08-0170,쓰레기,이래 재밌는 장난감을 또 어데서 구할끼고 으엉?
ep08-0171,효과음,아 이런 내게 미움만 쌓여가나 봐
ep08-0172,쓰레기,키아~~~ 뽈따구 쭈욱 쭈욱 늘어나네 어?
ep08-0173,효과음,아 이런 내게 미움만 쌓여가나 봐
ep08-0174,쓰레기,못났다 못났어~
ep08-0175,효과음,아 이런 내게 미움만 쌓여가나 봐
ep08-0176,쓰레기,오이 ! 다슬이 변해라 오이 !
ep08-0177,효과음,아 이런 내게 미움만 쌓여가나 봐
ep08-0178,쓰레기,흐허허허허 ~
ep08-0179,쓰레기,크히이잉
ep08-0180,성나정,병신아 !!!!!!!!!!!!!!!!
ep08-0181,성나정,아우 진짜 !!!
ep08-0182,쓰레기,악 !
ep08-0183,쓰레기,진짜 이씨 !!!!
ep08-0184,쓰레기,가씨나 이기 대답을 해도 지랄이고 ! 진짜
ep08-0185,쓰레기,니 좋다고 니 가씨나야 니 선택한다고 니 !
ep08-0186,쓰레기,아야 ~~~~
ep08-0187,쓰레기,아 저 정신병자 저거
ep08-0188,해태,야 이 세상에 여자라곤 나정이랑 윤진이 밖에 음서
ep08-0189,해태,둘중에 꼭 하나 사겨야되
ep08-0190,해태,글먼...
ep08-0191,칠봉이,글면 난 나정이 !
ep08-0192,칠봉이,무조건 나정이
ep08-0193,효과음,빨간우산 김건모
ep08-0194,효과음,비오는 날 아침은 언제나 내맘을 설레게 해
ep08-0195,효과음,우연히 내 우산과 똑같은 빨간 우산을 쓴 소녈 봤어
ep08-0196,조윤진,감기 걸렸냐
ep08-0197,해태,아니...응??
ep08-0198,해태,어.. 어..
ep08-0199,조윤진,"너 뭐냐,.,"
ep08-0200,조윤진,두통약 하나 주세요 순한걸루다가
ep08-0201,보조출연,예~
ep08-0202,보조출연,2천원입니다
ep08-0203,보조출연,거 만원 주셨죠?
ep08-0204,보조출연,요 밴드하고 소화제하고....
ep08-0205,보조출연,콘돔하고 다해서 4천원 거실려드리면 되겠네
ep08-0206,해태,ㅇ...ㅇ..예....ㅖ...
ep08-0207,보조출연,여기 콘돔 ~
ep08-0208,해태,아으씨..
ep08-0209,해태,야 ! 우산좀 같이 쓰고 가자
ep08-0210,해태,내가 우산 안갖고 왔으야
ep08-0211,해태,그...
ep08-0212,해태,아까..그거...
ep08-0213,해태,내가 쓸라고 산거 아니다잉...
ep08-0214,해태,아..아니 내가 요즘 성의 역사 수업을 듣고 있는디
ep08-0215,해태,그 ..교수님이 글더만
ep08-0216,해태,그글 사는 거슨 ~나쁜 것이 아니라 그...
ep08-0217,해태,당당하게 사는법을 배워야 한다고
ep08-0218,해태,그..그라가꼬 시험삼아 한번 사본거여
ep08-0219,해태,진짜야 내가 쓸라고 한게 아니라니깐
ep08-0220,조윤진,염병~
ep08-0221,해태,야 .. 진짜야 삼천포한테 물어봐 진짠지 가짠지
ep08-0222,조윤진,아야 ! 느는 뭐 나늘 무슨 357로 보냐??
ep08-0223,해태,엉???
ep08-0224,조윤진,띄엄띄엄 보냐고~
ep08-0225,조윤진,나가 이라고 콩알만하게 생깃으도 알껀 다아는 성인이거든
ep08-0226,조윤진,아 콘돔을 사믄 콘돔을 샀다고 당당히 말하면 될것을
ep08-0227,조윤진,아 뭐더러 정신 빠진놈처름 헛소리를 해싸~
ep08-0228,조윤진,야 세상에 남자들은 여러종류가 있잖에
ep08-0229,조윤진,여자를 만나도 플라토닉한 러브를 꿈꾸고있는
ep08-0230,조윤진,그런 밝고 건전한 남자도 있고
ep08-0231,조윤진,니처름 맨날 ~ 천날 ~ 자는거만 생각하는
ep08-0232,조윤진,쎅~스 매니아도 있고
ep08-0233,조윤진,야 갠차네 엉? 이런놈도 있고 저런놈도 있고항께능
ep08-0234,조윤진,세상이 요지경이다~ 하는거여~
ep08-0235,조윤진,아야 집 다왔다잉
ep08-0236,조윤진,고럼 나 먼저 들어갈랑게 니는 이 빗물에다가
ep08-0237,조윤진,그 드러운 몸둥아리 좀 씻고 들어와야~
ep08-0238,조윤진,간다잉
ep08-0239,효과음,나는 널 몰라 / 드라마 'M' OST
ep08-0240,효과음,내 영혼이 아파오네
ep08-0241,효과음,세월은 고독을 고독은 침묵을 침묵은 미움을
ep08-0242,효과음,기다리고 있는 걸
ep08-0243,효과음,모르고서 시간은 흘러갔네
ep08-0244,성나정,끼아아아아아아 !!!!!!!!!!!!!!
ep08-0245,삼천포,가씨나 놀래라 !!!!!!
ep08-0246,성나정,아이고 !!!
ep08-0247,삼천포,내가 더놀랬다이 이씨!
ep08-0248,성나정,마리 곧 변할거 같은데 !!
ep08-0249,삼천포,뭐..그래봤자 심은하지
ep08-0250,삼천포,저래 이쁜데...
ep08-0251,삼천포,M으로 변해봤자 난 한개도 안무섭드라
ep08-0252,빙그레,진짜?
ep08-0253,삼천포,하모 !
ep08-0254,성나정,변한다..변한다 변한다 !
ep08-0255,성나정,변한다 변한다 !!! 으악 !!!!
ep08-0256,효과음,(TV) 끄하허허 끄캬캬캬캬캬
ep08-0257,효과음,(쨍그랑)
ep08-0258,성나정,으아아아아아아아악 !!!!!!!!!!!!!!!!!!
ep08-0259,빙그레,야야야야야 !
ep08-0260,빙그레,아이씨...
ep08-0261,조윤진,느그 뭐더냐?
ep08-0262,효과음,(TV) 으아아악 !! 으허 으아아악 !!!!!
ep08-0263,조윤진,뭐 쌍쌍 파티하냐?
ep08-0264,해태,야 ! 니가 봤어?
ep08-0265,해태,(해태)야 니가 봤냐고 !!!
ep08-0266,해태,(해태)니가 여자랑 자는거 봤어 니가?
ep08-0267,성나정,뭐라꼬???
ep08-0268,해태,(해태)야 !! 그...
ep08-0269,해태,(해태)야 ! 아그라고 막말로 야
ep08-0270,해태,(해태)다큰 성인이 콘돔사는것이 뭐시 잘못이데?
ep08-0271,해태,(해태)야 니는 대학생이나 대가꼬 그것도 이해 못해주냐
ep08-0272,조윤진,(윤진)야야 니가 아니면 된거지 뭘 그리 바르르 해쌋냐
ep08-0273,조윤진,(윤진)니 시방 지금 뭔가 찔리는게 있구마잉
ep08-0274,조윤진,(윤진)긍께 이 지랄이지 이씨
ep08-0275,조윤진,(윤진)아 글고 막말로다가 니가 콘돔을 사던가 말든가
ep08-0276,조윤진,(윤진)나랑 뭔상관이라?
ep08-0277,조윤진,(윤진)허따 니는 뭐다러 자꾸 쫄쫄 따라댕김시로 변명을 해싸 !!
ep08-0278,조윤진,(윤진)아야 알았어 알았응게 제발 좀 니 일봐야~
ep08-0279,해태,(해태)진짜 ! 미쳐불것네 미쳐불겄네 진짜 !
ep08-0280,해태,(해태)야 ! 아까침에 니가 날 쓰레기 취급했잔에 !!!
ep08-0281,해태,(해태)니 잘 알지도 못함시롱 !!!
ep08-0282,해태,(해태)말을 그딴식으로 하면 안되는거여 임마 !
ep08-0283,이일화,(일화) 지금이라도 보내줄테니까 !
ep08-0284,이일화,(일화)나가서 그년이랑 살아라 !
ep08-0285,성동일,(동일)아따 그게 지금 할소린가 !
ep08-0286,성동일,(동일)뚫린입이라고 그렇게 막말하면 안되지 !!
ep08-0287,이일화,(일화)와 !!! 내가 틀린말 했나 !!!
ep08-0288,이일화,(일화)30년 만에 첫사랑 만났는데 아쉽어가 집엔 우찌 들어왔노
ep08-0289,이일화,(일화)고마 낼 아침에 드러오제! !!
ep08-0290,효과음,(천둥소리)
ep08-0291,성나정,왜 아빠 뭔일있나
ep08-0292,이일화,나정이 니 좋~~~것다
ep08-0293,이일화,유~~ 명한 새엄마 생기서
ep08-0294,성동일,아따 이사람 저 말하는 뽄새좀 보소
ep08-0295,성동일,아 이사람아 내가 이 나이 처먹어서 첫사랑을 못잊어서 나갔겄는가
ep08-0296,성동일,작가랑 PD가 세트로 하도 귀찮게 전화해쌍께!!!!
ep08-0297,성동일,그래서 나갔지잉....
ep08-0298,성나정,아빠 니 TV는 사랑을 싣고 나갔나
ep08-0299,성나정,안나간다메
ep08-0300,성동일,아 그렇게 되부렀어야...
ep08-0301,이일화,어~ 니아빠 ~
ep08-0302,이일화,오랜만에 헤어진 첫사랑 만나가꼬 ~ 몸소 차몰고
ep08-0303,이일화,여의도 KBS까지 갔다 오싯단다~
ep08-0304,이일화,나한텐 안간다 거짓말 해놓고 !
ep08-0305,이일화,오늘 지혼자 살짝 녹화하고 왔다
ep08-0306,이일화,그동안 그년이 보고싶어가 어찌 참앗는데??
ep08-0307,이일화,욕봤다 욕봤어 성동일 !
ep08-0308,이일화,니 그동안 참는다꼬 !!!
ep08-0309,이일화,억수로 억수로 !!!!!!! 욕봤다 !!!!!!!
ep08-0310,성동일,아따 이사람 염병을 하고 있네
ep08-0311,성동일,아 생사람 좀 잡지마소잉 !
ep08-0312,성동일,아 내가 그사람을 만나가꼬 연애를 했는가 손모가지 한번 잡았는가
ep08-0313,성동일,아 쓰잘데기 없는거 가꼬 소설을 쓰고 그래 소설을 !!!
ep08-0314,이일화,그래 !!!!!!!!
ep08-0315,이일화,당신 말한번 잘했다 엉?
ep08-0316,이일화,오랜만에 첫사랑도 만났는데 !!!!!!!
ep08-0317,이일화,밤새도록 손붙잡고 눈물 콧물 짬시롱 영화한편 찍어보지와 !
ep08-0318,이일화,대한민구에서 젤 잘나가는 여자가 !
ep08-0319,이일화,오빠야~ 동일이 오빠야~ 이카는데 !
ep08-0320,이일화,어떤 여자가 어떤 여자가 !
ep08-0321,이일화,어떤 미친 놈이 어떤 미친놈이 안넘어 가겠노 !
ep08-0322,효과음,(전화벨)
ep08-0323,성나정,여보세요
ep08-0324,성나정,오빠가
ep08-0325,쓰레기,(어 정아~ 오빠 우산 안갔고 왔다)
ep08-0326,성나정,내가 가께 거 쪼매만 있어라잉
ep08-0327,성동일,아따 참마로 그냥 염병을 해쌋네 참말로잉 !
ep08-0328,성동일,아 내가 그사람을 만나가꼬 차라도 한잔했으면 덜 억울하겄네 !
ep08-0329,성동일,아 녹화끝나자 시계야 풀려라 맹키로 쌩하니 달려왔잖에 !
ep08-0330,성동일,그런 사람이 어딨데 !
ep08-0331,이일화,아이고야 !!
ep08-0332,이일화,그래도 차는 한잔 마시고 싶었는갑네
ep08-0333,이일화,오랜만에 첫사랑 보이께
ep08-0334,이일화,가슴이 가슴이 !! 벌렁 벌렁 하드나 !!!
ep08-0335,쓰레기,(야 이 뭔소리고)
ep08-0336,쓰레기,(어무이 아부지 싸우시나)
ep08-0337,성나정,아빠 결국 그 TV는 사랑을 싣고 나갔단다
ep08-0338,성나정,그 요새 대한민국에서 제일 잘나가는 스타
ep08-0339,성나정,우리아빠가 첫사랑 아이가
ep08-0340,쓰레기,(그기 진짜였나)
ep08-0341,쓰레기,(내 거짓말인줄 알았지)
ep08-0342,성나정,엄마 짐 그거알고 완전 꼭지 돌았다 아이가
ep08-0343,성나정,저 고마해라 뱃속 얼라 듣겠다
ep08-0344,이일화,쑥쑥아 ~ 너 인사해라 ~ 너 친아빠다
ep08-0345,이일화,얼굴 잘봐두그라~
ep08-0346,이일화,느그 아빠 인자 새엄마 찾아서 간단다
ep08-0347,성동일,아 이여자가 그만 !
ep08-0348,성나정,엄마 !
ep08-0349,쓰레기,(정아 정아 정아 !)
ep08-0350,쓰레기,(오빠 고마 뛰가면 되것다 그냥 니 안나와도 된다)
ep08-0351,성나정,아이다 아이다 내 금방가께 쪼매만 있어라잉
ep08-0352,이일화,저봐라 저봐라 !! 벌써 가슴부터 뛴다 아이가 !
ep08-0353,성나정,야야야 너거 그 케익 다묵지마라잉
ep08-0354,성나정,우리 엄마 케이크다
ep08-0355,칠봉이,어어어 반만 먹을게
ep08-0356,칠봉이,근데 너 어디가
ep08-0357,성나정,오빠 우산을 안가져갔단다
ep08-0358,성나정,내 갖다 오께
ep08-0359,칠봉이,어~
ep08-0360,칠봉이,같이가자~
ep08-0361,성나정,와 오노 드라마 안보고
ep08-0362,칠봉이,아직 끝날려면 멀었어
ep08-0363,칠봉이,갔다와서 보면되지 ~
ep08-0364,칠봉이,형님은 어디래 도서관?
ep08-0365,성나정,어 도서관 앞에서 보기로 했다
ep08-0366,칠봉이,으야~ 쓰형님 6년 장학생이라며
ep08-0367,성나정,그렇다데
ep08-0368,칠봉이,참~ 얼굴은 진짜 공부잘할 얼굴은 아닌데
ep08-0369,성나정,니도 야구 잘할 얼굴은 아이다
ep08-0370,칠봉이,야 근데 해태랑 윤진이는 언제부터 사겼어?
ep08-0371,성나정,뭔말이고 ! 둘이 안사귀는데
ep08-0372,칠봉이,아니야 아까 못봤어?
ep08-0373,칠봉이,딱 사랑싸움이던데?
ep08-0374,성나정,니가 여자를 모린다~
ep08-0375,성나정,여자는 진짜 좋아하는 남자앞에서
ep08-0376,성나정,절대 그런 눈깔 안뷘다
ep08-0377,칠봉이,그럼 ....
